,Tweet Account,Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
41,@BBC,"If there's one thing we love even more than chocolate, it's news that it may actually be good for us! But can choco… https://t.co/O5KlptGCV5",Mon Apr 02 08:08:05 +0000 2018,0.8122,0.251,0.749,0.0,42
42,@BBC,When you wake up and remember it's STILL the weekend. 😊💤 #BankHoliday https://t.co/QMJ5lXS6dd,Mon Apr 02 08:02:00 +0000 2018,0.0,0.0,1.0,0.0,43
43,@BBC,"12-year-old Keilan has severe curvature of the spine. He needs surgery ASAP, but the operation could leave him para… https://t.co/5wl8aXiahP",Mon Apr 02 07:26:06 +0000 2018,-0.2732,0.0,0.853,0.147,44
44,@BBC,"RT @BBCOne: CANNOT WAIT.  

@masterchefuk #Masterchef https://t.co/6ExjLKSaXF",Sun Apr 01 20:38:27 +0000 2018,0.0,0.0,1.0,0.0,45
45,@BBC,"Heiress Rachel Argyll is murdered at her family estate. Eighteen months later, the identity of the murderer is thro… https://t.co/eLTDhy9dgj",Sun Apr 01 19:00:28 +0000 2018,-0.875,0.0,0.667,0.333,46
46,@BBC,"The Generation Game is back! Mel Giedroyc and @sueperkins host the fun family game show, with big prizes to be won… https://t.co/fsdU2b5kkd",Sun Apr 01 18:00:27 +0000 2018,0.7644,0.248,0.752,0.0,47
47,@BBC,RT @BBCSport: Happy April Fool's Day everyone! https://t.co/8o8K1YO4SE,Sun Apr 01 17:42:22 +0000 2018,0.6114,0.363,0.637,0.0,48
48,@BBC,🤖 Who'd love their next takeaway to be delivered by a robot?  https://t.co/4GZxjNwc2K,Sun Apr 01 17:00:26 +0000 2018,0.6369,0.296,0.704,0.0,49
49,@BBC,"🐰 You only need one piece of paper to make this origami Easter bunny! #EasterSunday 

👉 https://t.co/2QvZ01DkVM https://t.co/EQyhG2J8TN",Sun Apr 01 16:03:03 +0000 2018,0.0,0.0,1.0,0.0,50
50,@BBC,What is it like to grow up with HIV? Three teenagers share their stories. https://t.co/DraVkYqRTn,Sun Apr 01 15:00:26 +0000 2018,0.5719,0.266,0.734,0.0,51
51,@BBC,RT @BBCNews: Royal wedding: Prince Harry and Meghan Markle choose flowers https://t.co/bEV8gIGXKN,Sun Apr 01 14:48:39 +0000 2018,0.0,0.0,1.0,0.0,52
52,@BBC,RT @BBCiPlayer: Remember when we discovered that penguins can actually fly? #WeAreStillShook 😱😱 https://t.co/K167WaTNN2,Sun Apr 01 14:47:16 +0000 2018,0.0,0.0,1.0,0.0,53
53,@BBC,"RT @bbcweather: As the RAF celebrates 100 years since its formation, here is a rather serene view of this morning's weather at #RAF #Lossie…",Sun Apr 01 12:19:34 +0000 2018,0.7717,0.242,0.758,0.0,54
54,@BBC,Our favourite #AprilFoolsDay was when spaghetti grew on trees in 1957. https://t.co/qRGuM9NnRZ,Sun Apr 01 12:14:27 +0000 2018,0.0,0.0,1.0,0.0,55
55,@BBC,Could poetry be used as a form of therapy? https://t.co/pw2hBG3heY,Sun Apr 01 12:00:24 +0000 2018,0.0,0.0,1.0,0.0,56
56,@BBC,RT @BBCOne: How not to prank your family this Easter. https://t.co/SMXFIukYMJ,Sun Apr 01 11:23:47 +0000 2018,0.0,0.0,1.0,0.0,57
57,@BBC,RT @bbcpress: Julien lives! @TchekyKaryo reprises his role as #TheMissing's Julien Baptiste in gripping new @BBCOne drama #Baptiste: https:…,Sun Apr 01 11:19:57 +0000 2018,0.0,0.0,1.0,0.0,58
58,@BBC,RT @BBCFood: See how Mary Berry does Easter at her house: https://t.co/qzrkDoA9fS https://t.co/AOUIOo4tgr,Sun Apr 01 11:18:20 +0000 2018,0.0,0.0,1.0,0.0,59
59,@BBC,Why do we find chocolate so irresistible? 🍫 🤔 This is the secret reason why we love to eat it. 👉… https://t.co/C8FbJAZQ99,Sun Apr 01 11:04:05 +0000 2018,0.8083,0.289,0.711,0.0,60
60,@BBC,RT @bbcpress: 🐰🐰🐰 #HappyEaster from @RealBasilBrush - don't forget to watch #GenerationGame tonight on @BBCOne at 8pm after you've finished…,Sun Apr 01 10:37:30 +0000 2018,0.1695,0.085,0.915,0.0,61
61,@BBC,From traditional Easter lunch to laid-back seasonal feasts: @BBCFood have Easter entertaining covered. 🐣🍫🐰🍴 https://t.co/PT7uD9UIvn,Sun Apr 01 10:27:03 +0000 2018,0.4404,0.172,0.828,0.0,62
62,@BBC,🍫🐣🎶 @Stormzy1's cover of Sweet Like Chocolate from the @BBCR1 Live Lounge is an eggs-cellent way to start your East… https://t.co/IHlTGrkmfv,Sun Apr 01 10:03:08 +0000 2018,0.6705,0.224,0.776,0.0,63
63,@BBC,"""I feel like I'm part of something"". ❤️️ 👂🏼 🍺 Welcome to Deaf Pub, a place where members of the deaf community can… https://t.co/kRwHqCBUrI",Sun Apr 01 09:24:05 +0000 2018,0.6705,0.216,0.784,0.0,64
64,@BBC,❤️😢 Man's best friend. https://t.co/xE4rkcBJNv,Sun Apr 01 08:32:07 +0000 2018,0.8126,0.712,0.288,0.0,65
65,@BBC,"RT @bbc5live: More parents are giving presents rather than Easter eggs to tackle obesity, according to new research🍫🍫

Are you rationing yo…",Sat Mar 31 21:15:00 +0000 2018,0.3947,0.113,0.887,0.0,66
66,@BBC,"This seven-week-old jaguar is on a serious mission! 😼 

#BigCatsAboutTheHouse is available on @BBCiPlayer:… https://t.co/FlxS0N0syY",Sat Mar 31 20:42:07 +0000 2018,-0.1511,0.0,0.883,0.117,67
67,@BBC,"RT @CBeebiesHQ: Eddie's ready, are you? 😁

Join him for a NEW #BedtimeStory 📚💤
 
He reads 'Big little Hippo' tonight at 6:50pm ✨ https://t.…",Sat Mar 31 18:37:18 +0000 2018,0.5719,0.198,0.802,0.0,68
68,@BBC,"From creation to hatching, David Attenborough reveals the wonder behind eggs. 🥚🐦 

Natural World: Attenborough's Wo… https://t.co/MEsvf2J89N",Sat Mar 31 18:02:02 +0000 2018,0.5574,0.235,0.765,0.0,69
69,@BBC,What makes Raquel Meseguer want to lie down in public — no matter where she is?  https://t.co/I7DeEph5iD,Sat Mar 31 17:09:06 +0000 2018,-0.2023,0.136,0.739,0.125,70
70,@BBC,"RT @BBCWthrWatchers: If this photo doesn't suggest 'Easter', then what does?  Ruthy has captured the moment in Nantmel, Powys. https://t.co…",Sat Mar 31 16:31:15 +0000 2018,0.0,0.0,1.0,0.0,71
71,@BBC,"Easter music and readings from the Chapel of @Kings_College, Cambridge. ⛪️ 🎶

Easter from King's | 6:15pm | @BBCTwo… https://t.co/IrttRAqpPA",Sat Mar 31 16:15:07 +0000 2018,0.0,0.0,1.0,0.0,72
72,@BBC,"RT @bbcthree: Someone's knitting cosy Easter postbox hats
https://t.co/XR2G6cj50y https://t.co/PsgJeP6f02",Sat Mar 31 15:43:37 +0000 2018,0.0,0.0,1.0,0.0,73
73,@BBC,"RT @BBCRadio3: Get ready to luxuriate in the sounds of this English choral masterpiece.
https://t.co/bMDLRqB33p",Sat Mar 31 15:42:42 +0000 2018,0.765,0.337,0.663,0.0,74
74,@BBC,RT @BBCLookEast: Here's the moment Stephen Hawking's funeral cortege arrived at the church in Cambridge. https://t.co/3Nu4GcHMoX,Sat Mar 31 15:42:08 +0000 2018,-0.3612,0.0,0.857,0.143,75
75,@BBC,"😂 True or false? 
@NiallOfficial screamed when @JustinBieber followed him on Twitter.  https://t.co/CIcv8AR2sy",Sat Mar 31 13:01:05 +0000 2018,0.128,0.185,0.662,0.152,76
76,@BBC,"This is what happens when you get an OWL to deliver the rings at your wedding... 🦉💍🤦
https://t.co/yi1tbmLg99",Sat Mar 31 12:31:02 +0000 2018,0.0,0.0,1.0,0.0,77
77,@BBC,"✊ Don't like plastic in the supermarkets? 
Why not bin the lot! ♻️🗑https://t.co/gfxquQUoj4",Sat Mar 31 11:50:05 +0000 2018,-0.3404,0.0,0.821,0.179,78
78,@BBC,It's still growing 😱 https://t.co/T5YocDauYj,Sat Mar 31 11:28:03 +0000 2018,0.1779,0.362,0.638,0.0,79
79,@BBC,"RT @BBCArchive: Eh-oh! #OnThisDay 1997 the Teletubbies was first broadcast, featuring Tinky Winky, Dipsy, Laa-Laa, and Po. Again, again! ht…",Sat Mar 31 11:26:30 +0000 2018,-0.6351,0.0,0.82,0.18,80
80,@BBC,"RT @bbcgetinspired: BBC Get Inspired has teamed up with @PHE_uk's @OneYouPHE campaign to bring you the free #CouchTo5K smartphone app.

Sig…",Sat Mar 31 10:37:23 +0000 2018,0.7579,0.255,0.745,0.0,81
81,@BBC,RT @bbcthree: The amazing deaf dancer sharing his love and passion with others https://t.co/LdHnu8Fmct,Sat Mar 31 10:37:18 +0000 2018,0.93,0.58,0.42,0.0,82
82,@BBC,"💻 The world is running out of computer storage. 

🤔 Could DNA be the answer? https://t.co/ww2UziMrWn",Sat Mar 31 10:27:04 +0000 2018,0.0,0.0,1.0,0.0,83
83,@BBC,The greatest wall you've never heard of: these mesmerising mosaics are hidden in Pakistan's Lahore Fort. 😍… https://t.co/1urqLOyZAw,Sat Mar 31 09:04:03 +0000 2018,0.6369,0.198,0.802,0.0,84
84,@BBC,"Thinking of getting off social media? 

These people did. Here's how they survive (and thrive).  https://t.co/5yB6SW1mTG",Sat Mar 31 08:04:03 +0000 2018,0.0,0.0,1.0,0.0,85
85,@BBC,Brown bear cubs living in the forests of Sweden are spending longer with their mothers. 🐻 🌲 https://t.co/WILDpFotl9 https://t.co/RukaU9k8Ja,Sat Mar 31 07:03:06 +0000 2018,0.0,0.0,1.0,0.0,86
86,@BBC,"Everyone is at rock bottom. And then Matt makes things worse. 🤦

@Matt_LeBlanc, @StephenMangan and Tamsin Greig are… https://t.co/wMqkSpRiUJ",Fri Mar 30 20:23:06 +0000 2018,-0.4767,0.0,0.846,0.154,87
87,@BBC,😱👀 When a cheetah interrupts your safari. https://t.co/Zi29GwxYA3,Fri Mar 30 19:00:32 +0000 2018,-0.3182,0.0,0.723,0.277,88
88,@BBC,"RT @BBCOne: The search is on for Britain’s Best Home Cook. 

#BBHC @ClaudiaWinkle @DanDoherty_ @Chris_Bavin https://t.co/yw46HaGnKW",Fri Mar 30 18:41:56 +0000 2018,0.6369,0.219,0.781,0.0,89
89,@BBC,"😂 'JESUS DID NOT HAVE CUSTARD CREAMS!'

Don't let the Lent Police catch you cheating this #EasterWeekend. https://t.co/lLXFoF5fdg",Fri Mar 30 18:01:02 +0000 2018,-0.5983,0.0,0.804,0.196,90
90,@BBC,"An Oscar-winning short film, The Silent Child tells the story of a profoundly deaf child born to hearing parents, w… https://t.co/AD1CGpoZvu",Fri Mar 30 17:29:06 +0000 2018,0.0,0.0,1.0,0.0,91
91,@BBC,"'Change doesn't come from outside.'

#Pilgrimage: The Road to Santiago | 9pm | @BBCTwo https://t.co/N4Fxc0EU77",Fri Mar 30 17:06:00 +0000 2018,0.0,0.0,1.0,0.0,92
92,@BBC,❤️ A dying man was granted his final wish in hospital - a visit from his dog. https://t.co/xE4rkcBJNv,Fri Mar 30 16:26:45 +0000 2018,0.5719,0.266,0.734,0.0,93
93,@BBC,"The illegal wildlife trade is worth £18bn per year, but @wildliferescue are working to turn it around.… https://t.co/fe3MDr2TN9",Fri Mar 30 16:02:04 +0000 2018,-0.2144,0.073,0.81,0.116,94
94,@BBC,"RT @bbceurovision: 🇬🇧 Presenting our 2018 dream team! @Grahnort hosts the Grand Final on @BBCOne. Fresh from You Decide, we welcome @Rylan!…",Fri Mar 30 15:25:47 +0000 2018,0.8715,0.377,0.623,0.0,95
95,@BBC,RT @BBCNews: Heartbeat actor Bill Maynard dies at 89 https://t.co/BMeMLwjPpV,Fri Mar 30 15:10:56 +0000 2018,0.0,0.0,1.0,0.0,96
96,@BBC,We use an estimated 8.5b plastic straws every year in the UK and they're among the top 10 items found in beach clea… https://t.co/K9r6HRVu3V,Fri Mar 30 14:54:01 +0000 2018,0.2023,0.073,0.927,0.0,97
97,@BBC,Graphic artist Gabriella Marcella uses a vintage #Risograph printer to produce amazing designs. https://t.co/W9JK5vLbSf,Fri Mar 30 13:05:00 +0000 2018,0.5859,0.241,0.759,0.0,98
98,@BBC,"Meena was raised to be a ‘good Indian girl' - to cook, clean and find a husband.

But as an environmental activist… https://t.co/HWMRk97Wdm",Fri Mar 30 12:04:01 +0000 2018,0.4019,0.124,0.876,0.0,99
99,@BBC,RT @BBC6Music: Elementary! Martin Freeman and @ACIDJAZZRECS' @eddiepiller delve into their record bag(gins) to share some choice cuts as th…,Fri Mar 30 10:39:54 +0000 2018,0.4574,0.213,0.697,0.09,100
100,@CBS,Whose catchy tune will take Song Of The Year at the 53rd #ACMawards? Give it up for the four nominees -… https://t.co/R9MtUNZtsw,Tue Apr 03 23:00:00 +0000 2018,0.0,0.0,1.0,0.0,1
101,@CBS,"Here's everything you need to know before tuning into Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday,… https://t.co/C8fiKl4j98",Tue Apr 03 21:00:02 +0000 2018,0.0,0.0,1.0,0.0,2
102,@CBS,"In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countle… https://t.co/ACQGHNWz8u",Tue Apr 03 18:00:00 +0000 2018,0.7096,0.258,0.742,0.0,3
103,@CBS,Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighti… https://t.co/hBAXcDvP4r,Tue Apr 03 05:17:01 +0000 2018,0.7906,0.421,0.579,0.0,4
104,@CBS,No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton… https://t.co/ckY4bUvTXI,Mon Apr 02 17:30:00 +0000 2018,0.1513,0.116,0.792,0.092,5
105,@CBS,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,Sun Apr 01 17:00:03 +0000 2018,0.6486,0.202,0.798,0.0,6
106,@CBS,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",Sat Mar 31 18:00:00 +0000 2018,0.0,0.0,1.0,0.0,7
107,@CBS,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,Sat Mar 31 15:30:00 +0000 2018,0.4199,0.113,0.887,0.0,8
108,@CBS,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,Fri Mar 30 16:50:00 +0000 2018,0.4926,0.127,0.873,0.0,9
109,@CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",Thu Mar 29 17:32:40 +0000 2018,0.0,0.0,1.0,0.0,10
110,@CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",Thu Mar 29 17:30:02 +0000 2018,0.0,0.0,1.0,0.0,11
111,@CBS,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,Tue Mar 27 21:00:01 +0000 2018,0.3818,0.212,0.68,0.108,12
112,@CBS,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,Tue Mar 27 17:00:00 +0000 2018,0.296,0.099,0.901,0.0,13
113,@CBS,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",Mon Mar 26 22:14:25 +0000 2018,0.508,0.12,0.88,0.0,14
114,@CBS,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",Mon Mar 26 20:42:48 +0000 2018,0.0,0.0,1.0,0.0,15
115,@CBS,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,Mon Mar 26 16:59:19 +0000 2018,0.7959,0.214,0.786,0.0,16
116,@CBS,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",Mon Mar 26 16:05:18 +0000 2018,0.807,0.378,0.622,0.0,17
117,@CBS,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,Sun Mar 25 23:57:34 +0000 2018,0.0,0.0,1.0,0.0,18
118,@CBS,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018,0.5319,0.157,0.78,0.062,19
119,@CBS,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018,0.5399,0.199,0.801,0.0,20
120,@CBS,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest,Sat Mar 24 22:46:43 +0000 2018,-0.34,0.115,0.7,0.185,21
121,@CBS,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018,0.7003,0.209,0.791,0.0,22
122,@CBS,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜,Sat Mar 24 22:21:37 +0000 2018,0.0,0.0,1.0,0.0,23
123,@CBS,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018,0.0,0.0,1.0,0.0,24
124,@CBS,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018,0.7184,0.333,0.667,0.0,25
125,@CBS,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,Sat Mar 24 22:21:23 +0000 2018,0.9451,0.42,0.58,0.0,26
126,@CBS,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",Sat Mar 24 20:00:02 +0000 2018,0.0,0.0,1.0,0.0,27
127,@CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,Fri Mar 23 22:33:52 +0000 2018,0.6996,0.194,0.806,0.0,28
128,@CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,Fri Mar 23 22:33:04 +0000 2018,0.4939,0.314,0.686,0.0,29
